GEMBASE_NAME,ASSEMBLY_NAME,ASSEMBLY_ACC,STUDY_ID,SAMPLE_ID,CONTIG_ACC,Isolation source,Strain Category,phylogroup
ESCO.0216.00721,50_4_ACUA1,GCA_902843495,PRJEB34791,ERS3883386,CADGRQ010000001-CADGRQ010000184,Host-associated,Human_Intestinal,B1
ESCO.0216.00722,B476,GCA_902843575,PRJEB34791,ERS3883387,CADGSI010000001-CADGSI010000194,Host-associated,Bird_Faecal,B1
ESCO.0216.00723,C3_29,GCA_902843525,PRJEB34791,ERS3883388,CADGRW010000001-CADGRW010000197,Host-associated,Poultry_Meat,B2
ESCO.0216.00724,E2482,GCA_902843565,PRJEB34791,ERS3883389,CADGSD010000001-CADGSD010000207,Environmental,Water,B1
ESCO.0216.00725,B1288,GCA_902843605,PRJEB34791,ERS3883390,CADGSH010000001-CADGSH010000238,Host-associated,Bird_Faecal,B2
ESCO.0216.00726,C1_33,GCA_902843625,PRJEB34791,ERS3883391,CADGRZ010000001-CADGRZ010000241,Host-associated,Poultry_Meat,A
ESCO.0216.00728,E7715,GCA_902843505,PRJEB34791,ERS3883392,CADGSG010000001-CADGSG010000301,Environmental,Water,E
ESCO.0216.00729,B1835,GCA_902843545,PRJEB34791,ERS3883393,CADGSF010000001-CADGSF010000344,Host-associated,Bird_Faecal,D
ESCO.0216.00730,E8988,GCA_902843535,PRJEB34791,ERS3883394,CADGRV010000001-CADGRV010000177,Environmental,Water,A
ESCO.0216.00731,E8659,GCA_902843515,PRJEB34791,ERS3883395,CADGRX010000001-CADGRX010000187,Environmental,Water,B1
ESCO.0216.00732,A2_19,GCA_902843585,PRJEB34791,ERS3883396,CADGSC010000001-CADGSC010000189,Host-associated,Poultry_Meat,B1
ESCO.0216.00733,A2_17,GCA_902843635,PRJEB34791,ERS3883397,CADGSA010000001-CADGSA010000190,Host-associated,Poultry_Meat,B1
ESCO.0216.00734,H668,GCA_902843555,PRJEB34791,ERS3883398,CADGSE010000001-CADGSE010000215,Host-associated,Human_Faecal,A
ESCO.0216.00736,B1956,GCA_902843595,PRJEB34791,ERS3883399,CADGSB010000001-CADGSB010000242,Host-associated,Bird_Faecal,D
ESCO.0216.00737,B1808,GCA_902843615,PRJEB34791,ERS3883400,CADGRY010000001-CADGRY010000244,Host-associated,Bird_Faecal,A
ESCO.0216.00738,E5545,GCA_902843665,PRJEB34791,ERS3883401,CADGSL010000001-CADGSL010000179,Environmental,Water,B1
ESCO.0216.00739,C2_68,GCA_902843695,PRJEB34791,ERS3883402,CADGSK010000001-CADGSK010000189,Host-associated,Poultry_Meat,E
ESCO.0216.00740,E8599,GCA_902843685,PRJEB34791,ERS3883403,CADGSO010000001-CADGSO010000192,Environmental,Water,B1
ESCO.0216.00741,45_7_HU9,GCA_902843645,PRJEB34791,ERS3883404,CADGSJ010000001-CADGSJ010000196,Host-associated,Human_Intestinal,A
ESCO.0216.00742,TA011,GCA_902843675,PRJEB34791,ERS3883405,CADGSM010000001-CADGSM010000201,Host-associated,Mammal_Faecal,A
ESCO.0216.00743,H1513216,GCA_902843655,PRJEB34791,ERS3883406,CADGSN010000001-CADGSN010000203,Environmental,Water,A
ESCO.0216.00744,22_1_Ti17,GCA_902843765,PRJEB34791,ERS3883407,CADGSV010000001-CADGSV010000205,Host-associated,Human_Intestinal,D
ESCO.0216.00745,W2_51,GCA_902843755,PRJEB34791,ERS3883408,CADGSW010000001-CADGSW010000208,Host-associated,Poultry_Meat,B2
ESCO.0216.00746,59_1_AC3,GCA_902843715,PRJEB34791,ERS3883409,CADGSQ010000001-CADGSQ010000221,Host-associated,Human_Intestinal,A
ESCO.0216.00747,B564,GCA_902843745,PRJEB34791,ERS3883410,CADGST010000001-CADGST010000261,Host-associated,Bird_Faecal,B2
ESCO.0216.00748,35_MA_AUDC,GCA_902843805,PRJEB34791,ERS3883411,CADGTC010000001-CADGTC010000321,Host-associated,Human_Intestinal,B2
ESCO.0216.00749,43_1_R3,GCA_902843825,PRJEB34791,ERS3883412,CADGSS010000001-CADGSS010000170,Host-associated,Human_Intestinal,B1
ESCO.0216.00750,5_1_TC12,GCA_902843795,PRJEB34791,ERS3883413,CADGSR010000001-CADGSR010000191,Host-associated,Human_Intestinal,B2
ESCO.0216.00751,C4_39,GCA_902843725,PRJEB34791,ERS3883414,CADGSP010000001-CADGSP010000194,Host-associated,Poultry_Meat,D
ESCO.0216.00752,E8856,GCA_902843775,PRJEB34791,ERS3883415,CADGSU010000001-CADGSU010000199,Environmental,Water,A
ESCO.0216.00753,B745,GCA_902843705,PRJEB34791,ERS3883416,CADGSX010000001-CADGSX010000200,Host-associated,Bird_Faecal,B1
ESCO.0216.00754,H495,GCA_902843785,PRJEB34791,ERS3883417,CADGTA010000001-CADGTA010000209,Host-associated,Human_Faecal,A
ESCO.0216.00755,E5499,GCA_902843815,PRJEB34791,ERS3883418,CADGSY010000001-CADGSY010000221,Environmental,Water,A
ESCO.0216.00756,E9303,GCA_902843835,PRJEB34791,ERS3883419,CADGSZ010000001-CADGSZ010000239,Environmental,Water,B2
ESCO.0216.00757,M028,GCA_902843735,PRJEB34791,ERS3883420,CADGTB010000001-CADGTB010000260,Host-associated,Mammal_Faecal,B2
ESCO.0216.00758,E5472,GCA_902844865,PRJEB34791,ERS3883421,CADGXM010000001-CADGXM010000336,Environmental,Water,D
ESCO.0216.00759,W4_8,GCA_902844885,PRJEB34791,ERS3883422,CADGXJ010000001-CADGXJ010000369,Host-associated,Poultry_Meat,A
ESCO.0216.00760,50_5_TCA1,GCA_902844825,PRJEB34791,ERS3883423,CADGWX010000001-CADGWX010000185,Host-associated,Human_Intestinal,B1
ESCO.0216.00762,E8811,GCA_902844925,PRJEB34791,ERS3883424,CADGXE010000001-CADGXE010000190,Environmental,Water,A
ESCO.0216.00763,M729,GCA_902844815,PRJEB34791,ERS3883425,CADGXC010000001-CADGXC010000198,Host-associated,Mammal_Faecal,A
ESCO.0216.00764,A1_44,GCA_902844805,PRJEB34791,ERS3883426,CADGWZ010000001-CADGWZ010000201,Host-associated,Poultry_Meat,B1
ESCO.0216.00765,2106_2_1,GCA_902844795,PRJEB34791,ERS3883427,CADGXA010000001-CADGXA010000203,Environmental,Water,A
ESCO.0216.00766,TA144,GCA_902843895,PRJEB34791,ERS3883428,CADGTT010000001-CADGTT010000203,Host-associated,Mammal_Faecal,A
ESCO.0216.00767,E6882,GCA_902843985,PRJEB34791,ERS3883429,CADGTH010000001-CADGTH010000223,Environmental,Water,A
ESCO.0216.00768,36_1_TC9,GCA_902844015,PRJEB34791,ERS3883430,CADGTD010000001-CADGTD010000257,Host-associated,Human_Intestinal,B2
ESCO.0216.00769,E8416,GCA_902843905,PRJEB34791,ERS3883431,CADGTI010000001-CADGTI010000180,Environmental,Water,B1
ESCO.0216.00770,E5948,GCA_902844005,PRJEB34791,ERS3883432,CADGTS010000001-CADGTS010000195,Environmental,Water,B1
ESCO.0216.00771,C1_66,GCA_902844025,PRJEB34791,ERS3883433,CADGTU010000001-CADGTU010000200,Host-associated,Poultry_Meat,B1
ESCO.0216.00772,A4_2,GCA_902843945,PRJEB34791,ERS3883434,CADGTO010000001-CADGTO010000204,Host-associated,Poultry_Meat,E
ESCO.0216.00774,A1_25,GCA_902843875,PRJEB34791,ERS3883435,CADGTV010000001-CADGTV010000264,Host-associated,Poultry_Meat,A
ESCO.0216.00775,TA277,GCA_902843935,PRJEB34791,ERS3883436,CADGTJ010000001-CADGTJ010000277,Host-associated,Mammal_Faecal,D
ESCO.0216.00776,E9650,GCA_902843925,PRJEB34791,ERS3883437,CADGTM010000001-CADGTM010000179,Environmental,Water,B1
ESCO.0216.00777,E7564,GCA_902843855,PRJEB34791,ERS3883438,CADGTK010000001-CADGTK010000189,Environmental,Water,B1
ESCO.0216.00778,C1_101,GCA_902843915,PRJEB34791,ERS3883439,CADGTQ010000001-CADGTQ010000192,Host-associated,Poultry_Meat,E
ESCO.0216.00779,TA146,GCA_902843955,PRJEB34791,ERS3883440,CADGTE010000001-CADGTE010000197,Host-associated,Mammal_Faecal,B1
ESCO.0216.00780,E9661,GCA_902843965,PRJEB34791,ERS3883441,CADGTL010000001-CADGTL010000203,Environmental,Water,A
ESCO.0216.00781,E1428,GCA_902843865,PRJEB34791,ERS3883442,CADGTN010000001-CADGTN010000231,Environmental,Water,C
ESCO.0216.00782,13_1_C11,GCA_902843995,PRJEB34791,ERS3883443,CADGTG010000001-CADGTG010000242,Host-associated,Human_Intestinal,B2
ESCO.0216.00783,A3_70,GCA_902844035,PRJEB34791,ERS3883444,CADGTP010000001-CADGTP010000245,Host-associated,Poultry_Meat,A
ESCO.0216.00784,A4_50,GCA_902843845,PRJEB34791,ERS3883445,CADGTW010000001-CADGTW010000275,Host-associated,Poultry_Meat,A
ESCO.0216.00785,23_3_Ti9,GCA_902843885,PRJEB34791,ERS3883446,CADGTR010000001-CADGTR010000287,Host-associated,Human_Intestinal,B2
ESCO.0216.00786,29_1_DC3,GCA_902843975,PRJEB34791,ERS3883447,CADGTF010000001-CADGTF010000313,Host-associated,Human_Intestinal,D
ESCO.0216.00787,M1213b,GCA_902858985,PRJEB34791,ERS3883448,CADIHC010000001-CADIHC010000541,Host-associated,Mammal_Faecal,E
ESCO.0216.00788,E8383,GCA_902844155,PRJEB34791,ERS3883449,CADGTX010000001-CADGTX010000190,Environmental,Water,B1
ESCO.0216.00789,H483,GCA_902844085,PRJEB34791,ERS3883450,CADGUE010000001-CADGUE010000205,Host-associated,Human_Faecal,A
ESCO.0216.00790,B1805,GCA_902844145,PRJEB34791,ERS3883451,CADGUA010000001-CADGUA010000181,Host-associated,Bird_Faecal,A
ESCO.0216.00791,B1728,GCA_902844175,PRJEB34791,ERS3883452,CADGUC010000001-CADGUC010000184,Host-associated,Bird_Faecal,B1
ESCO.0216.00792,B547,GCA_902844055,PRJEB34791,ERS3883453,CADGUH010000001-CADGUH010000205,Host-associated,Bird_Faecal,B1
ESCO.0216.00793,B1818,GCA_902844065,PRJEB34791,ERS3883454,CADGTY010000001-CADGTY010000207,Host-associated,Bird_Faecal,E
ESCO.0216.00794,H625,GCA_902844105,PRJEB34791,ERS3883455,CADGUF010000001-CADGUF010000214,Host-associated,Human_Faecal,A
ESCO.0216.00795,A3_36,GCA_902844165,PRJEB34791,ERS3883456,CADGUG010000001-CADGUG010000218,Host-associated,Poultry_Meat,D
ESCO.0216.00796,33_1_Ti5,GCA_902844045,PRJEB34791,ERS3883457,CADGUB010000001-CADGUB010000238,Host-associated,Human_Intestinal,B2
ESCO.0216.00797,B1852,GCA_902844095,PRJEB34791,ERS3883458,CADGUI010000001-CADGUI010000263,Host-associated,Bird_Faecal,A
ESCO.0216.00798,E9319,GCA_902844125,PRJEB34791,ERS3883459,CADGTZ010000001-CADGTZ010000264,Environmental,Water,B2
ESCO.0216.00799,12_GNB_025,GCA_902844135,PRJEB34791,ERS3883460,CADGUK010000001-CADGUK010000274,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00800,A1_20,GCA_902844115,PRJEB34791,ERS3883461,CADGUD010000001-CADGUD010000294,Host-associated,Poultry_Meat,A
ESCO.0216.00801,A2_32,GCA_902844075,PRJEB34791,ERS3883462,CADGUJ010000001-CADGUJ010000359,Host-associated,Poultry_Meat,A
ESCO.0216.00802,E5895,GCA_902844215,PRJEB34791,ERS3883463,CADGUO010000001-CADGUO010000175,Environmental,Water,D
ESCO.0216.00803,E9742,GCA_902844225,PRJEB34791,ERS3883464,CADGUQ010000001-CADGUQ010000197,Environmental,Water,A
ESCO.0216.00804,A4_37,GCA_902844195,PRJEB34791,ERS3883465,CADGUN010000001-CADGUN010000222,Host-associated,Poultry_Meat,B1
ESCO.0216.00805,E3885,GCA_902844185,PRJEB34791,ERS3883466,CADGUM010000001-CADGUM010000253,Environmental,Water,D
ESCO.0216.00806,E2521,GCA_902844205,PRJEB34791,ERS3883467,CADGUL010000001-CADGUL010000276,Environmental,Water,D
ESCO.0216.00807,M638178,GCA_902844235,PRJEB34791,ERS3883468,CADGUP010000001-CADGUP010000331,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00808,M802,GCA_902844245,PRJEB34791,ERS3883469,CADGUT010000001-CADGUT010000196,Host-associated,Mammal_Faecal,B1
ESCO.0216.00809,18_2_AC4,GCA_902844255,PRJEB34791,ERS3883470,CADGUR010000001-CADGUR010000204,Host-associated,Human_Intestinal,B1
ESCO.0216.00810,DMG_2015_G1,GCA_902844275,PRJEB34791,ERS3883471,CADGUU010000001-CADGUU010000214,Host-associated,Human_Faecal,B2
ESCO.0216.00812,A4_9,GCA_902844265,PRJEB34791,ERS3883472,CADGUS010000001-CADGUS010000231,Host-associated,Poultry_Meat,E
ESCO.0216.00814,C3_28,GCA_902844325,PRJEB34791,ERS3883473,CADGUV010000001-CADGUV010000198,Host-associated,Poultry_Meat,B2
ESCO.0216.00815,H738,GCA_902844365,PRJEB34791,ERS3883474,CADGVE010000001-CADGVE010000238,Host-associated,Human_Faecal,A
ESCO.0216.00816,TA246,GCA_902844355,PRJEB34791,ERS3883475,CADGVH010000001-CADGVH010000300,Host-associated,Mammal_Faecal,B1
ESCO.0216.00817,TA376,GCA_902844315,PRJEB34791,ERS3883476,CADGVD010000001-CADGVD010000460,Host-associated,Mammal_Faecal,D
ESCO.0216.00818,W2_49,GCA_902844385,PRJEB34791,ERS3883477,CADGVF010000001-CADGVF010000199,Host-associated,Poultry_Meat,B2
ESCO.0216.00819,DMG_2015_G3,GCA_902844335,PRJEB34791,ERS3883478,CADGUW010000001-CADGUW010000200,Host-associated,Human_Faecal,B2
ESCO.0216.00820,E8610,GCA_902844295,PRJEB34791,ERS3883479,CADGVB010000001-CADGVB010000204,Environmental,Water,B1
ESCO.0216.00821,72_2_AC9,GCA_902844345,PRJEB34791,ERS3883480,CADGVC010000001-CADGVC010000208,Host-associated,Human_Intestinal,B2
ESCO.0216.00822,23_1_TC4,GCA_902844285,PRJEB34791,ERS3883481,CADGUY010000001-CADGUY010000284,Host-associated,Human_Intestinal,B2
ESCO.0216.00823,B1933,GCA_902844395,PRJEB34791,ERS3883482,CADGUX010000001-CADGUX010000301,Host-associated,Bird_Faecal,A
ESCO.0216.00824,E5548,GCA_902844375,PRJEB34791,ERS3883483,CADGVA010000001-CADGVA010000202,Environmental,Water,B1
ESCO.0216.00825,44_1_Ti4,GCA_902844305,PRJEB34791,ERS3883484,CADGVG010000001-CADGVG010000203,Host-associated,Human_Intestinal,B1
ESCO.0216.00826,A4_15,GCA_902844405,PRJEB34791,ERS3883485,CADGUZ010000001-CADGUZ010000276,Host-associated,Poultry_Meat,A
ESCO.0216.00827,29_2_DC4,GCA_902844425,PRJEB34791,ERS3883486,CADGVK010000001-CADGVK010000278,Host-associated,Human_Intestinal,B2
ESCO.0216.00829,C1_84,GCA_902844455,PRJEB34791,ERS3883487,CADGVL010000001-CADGVL010000206,Host-associated,Poultry_Meat,B1
ESCO.0216.00830,40_3_R7,GCA_902844415,PRJEB34791,ERS3883488,CADGVI010000001-CADGVI010000206,Host-associated,Human_Intestinal,B2
ESCO.0216.00831,B1688,GCA_902844445,PRJEB34791,ERS3883489,CADGVJ010000001-CADGVJ010000212,Host-associated,Bird_Faecal,B1
ESCO.0216.00832,H1512649,GCA_902844435,PRJEB34791,ERS3883490,CADGVM010000001-CADGVM010000212,Environmental,Water,B1
ESCO.0216.00833,W2_78,GCA_902844485,PRJEB34791,ERS3883491,CADGVO010000001-CADGVO010000287,Host-associated,Poultry_Meat,A
ESCO.0216.00834,73_1_Si1,GCA_902844465,PRJEB34791,ERS3883492,CADGVP010000001-CADGVP010000197,Host-associated,Human_Intestinal,B1
ESCO.0216.00835,W1_79,GCA_902844495,PRJEB34791,ERS3883493,CADGVN010000001-CADGVN010000197,Host-associated,Poultry_Meat,E
ESCO.0216.00836,M682,GCA_902844475,PRJEB34791,ERS3883494,CADGVQ010000001-CADGVQ010000222,Host-associated,Mammal_Faecal,A
ESCO.0216.00837,W3_20,GCA_902844615,PRJEB34791,ERS3883495,CADGVW010000001-CADGVW010000225,Host-associated,Poultry_Meat,B1
ESCO.0216.00838,A1_14,GCA_902844585,PRJEB34791,ERS3883496,CADGVU010000001-CADGVU010000235,Host-associated,Poultry_Meat,E
ESCO.0216.00839,H1508309,GCA_902844505,PRJEB34791,ERS3883497,CADGWA010000001-CADGWA010000236,Environmental,Water,B1
ESCO.0216.00840,13_3_TC6,GCA_902844625,PRJEB34791,ERS3883498,CADGWB010000001-CADGWB010000256,Host-associated,Human_Intestinal,B2
ESCO.0216.00841,B264,GCA_902844515,PRJEB34791,ERS3883499,CADGVV010000001-CADGVV010000276,Host-associated,Bird_Faecal,B2
ESCO.0216.00842,15_5_C3,GCA_902844595,PRJEB34791,ERS3883500,CADGVZ010000001-CADGVZ010000301,Host-associated,Human_Intestinal,B2
ESCO.0216.00843,B525,GCA_902844525,PRJEB34791,ERS3883501,CADGVY010000001-CADGVY010000304,Host-associated,Bird_Faecal,B2
ESCO.0216.00844,23_4_R13,GCA_902844575,PRJEB34791,ERS3883502,CADGWD010000001-CADGWD010000312,Host-associated,Human_Intestinal,B2
ESCO.0216.00845,B250,GCA_902844565,PRJEB34791,ERS3883503,CADGVR010000001-CADGVR010000207,Host-associated,Bird_Faecal,B1
ESCO.0216.00846,E4726,GCA_902844545,PRJEB34791,ERS3883504,CADGVT010000001-CADGVT010000209,Environmental,Water,B1
ESCO.0216.00847,H053,GCA_902844605,PRJEB34791,ERS3883505,CADGWC010000001-CADGWC010000216,Host-associated,Human_Extra-intestinal,A
ESCO.0216.00848,A2_59,GCA_902844555,PRJEB34791,ERS3883506,CADGVX010000001-CADGVX010000291,Host-associated,Poultry_Meat,A
ESCO.0216.00850,18_1_DC10_redo,GCA_902844535,PRJEB34791,ERS3883507,CADGVS010000001-CADGVS010000210,Host-associated,Human_Intestinal,B1
ESCO.0216.00851,E6062,GCA_902844635,PRJEB34791,ERS3883508,CADGWE010000001-CADGWE010000214,Environmental,Water,B1
ESCO.0216.00852,TA009,GCA_902844645,PRJEB34791,ERS3883509,CADGWF010000001-CADGWF010000231,Host-associated,Mammal_Faecal,A
ESCO.0216.00853,B1598,GCA_902844655,PRJEB34791,ERS3883510,CADGWG010000001-CADGWG010000266,Host-associated,Bird_Faecal,D
ESCO.0216.00854,A2_35,GCA_902844675,PRJEB34791,ERS3883511,CADGWK010000001-CADGWK010000268,Host-associated,Poultry_Meat,A
ESCO.0216.00855,B1939,GCA_902844685,PRJEB34791,ERS3883512,CADGWI010000001-CADGWI010000294,Host-associated,Bird_Faecal,B2
ESCO.0216.00856,21_1_TC7,GCA_902844665,PRJEB34791,ERS3883513,CADGWH010000001-CADGWH010000370,Host-associated,Human_Intestinal,B2
ESCO.0216.00857,B1341,GCA_902844695,PRJEB34791,ERS3883514,CADGWJ010000001-CADGWJ010000233,Host-associated,Bird_Faecal,D
ESCO.0216.00858,M663105,GCA_902844775,PRJEB34791,ERS3883515,CADGWN010000001-CADGWN010000259,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00861,TA139,GCA_902844735,PRJEB34791,ERS3883516,CADGWL010000001-CADGWL010000331,Host-associated,Mammal_Faecal,B2
ESCO.0216.00862,C4_100,GCA_902844705,PRJEB34791,ERS3883517,CADGWO010000001-CADGWO010000210,Host-associated,Poultry_Meat,B2
ESCO.0216.00863,58_3_Ti7,GCA_902844755,PRJEB34791,ERS3883518,CADGWM010000001-CADGWM010000224,Host-associated,Human_Intestinal,A
ESCO.0216.00864,W2_87,GCA_902844785,PRJEB34791,ERS3883519,CADGWP010000001-CADGWP010000235,Host-associated,Poultry_Meat,E
ESCO.0216.00865,B148,GCA_902844715,PRJEB34791,ERS3883520,CADGWS010000001-CADGWS010000252,Host-associated,Bird_Faecal,B1
ESCO.0216.00866,A2_5,GCA_902844745,PRJEB34791,ERS3883521,CADGWQ010000001-CADGWQ010000224,Host-associated,Poultry_Meat,B1
ESCO.0216.00867,C4_21,GCA_902844765,PRJEB34791,ERS3883522,CADGWT010000001-CADGWT010000233,Host-associated,Poultry_Meat,B1
ESCO.0216.00868,E5203,GCA_902844725,PRJEB34791,ERS3883523,CADGWR010000001-CADGWR010000255,Environmental,Water,A
ESCO.0216.00869,W4_59,GCA_902844965,PRJEB34791,ERS3883524,CADGXI010000001-CADGXI010000291,Host-associated,Poultry_Meat,A
ESCO.0216.00870,H447,GCA_902844975,PRJEB34791,ERS3883525,CADGXG010000001-CADGXG010000207,Host-associated,Human_Faecal,A
ESCO.0216.00872,E5129,GCA_902845005,PRJEB34791,ERS3883526,CADGXP010000001-CADGXP010000222,Environmental,Water,B1
ESCO.0216.00873,E2408,GCA_902845015,PRJEB34791,ERS3883527,CADGXR010000001-CADGXR010000241,Environmental,Water,B1
ESCO.0216.00874,C4_44,GCA_902844995,PRJEB34791,ERS3883528,CADGXQ010000001-CADGXQ010000248,Host-associated,Poultry_Meat,D
ESCO.0216.00875,25_2_DC7,GCA_902845025,PRJEB34791,ERS3883529,CADGXO010000001-CADGXO010000304,Host-associated,Human_Intestinal,D
ESCO.0216.00876,E9644,GCA_902845065,PRJEB34791,ERS3883530,CADGXX010000001-CADGXX010000320,Environmental,Water,B2
ESCO.0216.00877,E2540,GCA_902845055,PRJEB34791,ERS3883531,CADGXT010000001-CADGXT010000223,Environmental,Water,B1
ESCO.0216.00878,C1_79,GCA_902845115,PRJEB34791,ERS3883532,CADGYB010000001-CADGYB010000232,Host-associated,Poultry_Meat,B1
ESCO.0216.00879,C4_43,GCA_902845125,PRJEB34791,ERS3883533,CADGXZ010000001-CADGXZ010000252,Host-associated,Poultry_Meat,D
ESCO.0216.00880,A1_42,GCA_902845095,PRJEB34791,ERS3883534,CADGXS010000001-CADGXS010000258,Host-associated,Poultry_Meat,D
ESCO.0216.00881,B1813,GCA_902845045,PRJEB34791,ERS3883535,CADGXY010000001-CADGXY010000278,Host-associated,Bird_Faecal,D
ESCO.0216.00882,M660875,GCA_902845085,PRJEB34791,ERS3883536,CADGXW010000001-CADGXW010000290,Host-associated,Human_Faecal,B2
ESCO.0216.00883,E9693,GCA_902845075,PRJEB34791,ERS3883537,CADGXU010000001-CADGXU010000301,Environmental,Water,B2
ESCO.0216.00884,29_3_DC10,GCA_902845035,PRJEB34791,ERS3883538,CADGXV010000001-CADGXV010000311,Host-associated,Human_Intestinal,B1
ESCO.0216.00886,A4_12,GCA_902845105,PRJEB34791,ERS3883539,CADGYA010000001-CADGYA010000234,Host-associated,Poultry_Meat,E
ESCO.0216.00887,A1_1,GCA_902845165,PRJEB34791,ERS3883540,CADGYC010000001-CADGYC010000245,Host-associated,Poultry_Meat,A
ESCO.0216.00888,BS87,GCA_902845135,PRJEB34791,ERS3883541,CADGYE010000001-CADGYE010000250,Host-associated,Human_Extra-intestinal,B2
ESCO.0216.00889,W2_75,GCA_902845145,PRJEB34791,ERS3883542,CADGYD010000001-CADGYD010000255,Host-associated,Poultry_Meat,D
ESCO.0216.00890,A2_49,GCA_902845155,PRJEB34791,ERS3883543,CADGYF010000001-CADGYF010000269,Host-associated,Poultry_Meat,A
ESCO.0216.00891,B1729,GCA_902845185,PRJEB34791,ERS3883544,CADGYJ010000001-CADGYJ010000277,Host-associated,Bird_Faecal,A
ESCO.0216.00892,A2_41,GCA_902845205,PRJEB34791,ERS3883545,CADGYI010000001-CADGYI010000323,Host-associated,Poultry_Meat,A
ESCO.0216.00893,W2_9,GCA_902845225,PRJEB34791,ERS3883546,CADGYL010000001-CADGYL010000326,Host-associated,Poultry_Meat,A
ESCO.0216.00894,E600,GCA_902845195,PRJEB34791,ERS3883547,CADGYK010000001-CADGYK010000392,Environmental,Water,E
ESCO.0216.00895,20_1_TC6,GCA_902845175,PRJEB34791,ERS3883548,CADGYG010000001-CADGYG010000319,Host-associated,Human_Intestinal,B1
ESCO.0216.00896,B1694,GCA_902845215,PRJEB34791,ERS3883549,CADGYH010000001-CADGYH010000341,Host-associated,Bird_Faecal,D
ESCO.0216.00897,H482,GCA_902845235,PRJEB34791,ERS3883550,CADGYP010000001-CADGYP010000224,Host-associated,Human_Faecal,A
ESCO.0216.00898,67_4_Ti7,GCA_902845315,PRJEB34791,ERS3883551,CADGYS010000001-CADGYS010000227,Host-associated,Human_Intestinal,A
ESCO.0216.00899,C4_24,GCA_902845305,PRJEB34791,ERS3883552,CADGYR010000001-CADGYR010000239,Host-associated,Poultry_Meat,B1
ESCO.0216.00900,TA119,GCA_902845285,PRJEB34791,ERS3883553,CADGYO010000001-CADGYO010000261,Host-associated,Mammal_Faecal,A
ESCO.0216.00901,B948,GCA_902845255,PRJEB34791,ERS3883554,CADGYT010000001-CADGYT010000303,Host-associated,Bird_Faecal,B2
ESCO.0216.00902,C1_13,GCA_902845245,PRJEB34791,ERS3883555,CADGYQ010000001-CADGYQ010000342,Host-associated,Poultry_Meat,A
ESCO.0216.00903,W2_16,GCA_902845295,PRJEB34791,ERS3883556,CADGYU010000001-CADGYU010000344,Host-associated,Poultry_Meat,A
ESCO.0216.00904,B045,GCA_902845325,PRJEB34791,ERS3883557,CADGYV010000001-CADGYV010000397,Host-associated,Bird_Faecal,B2
ESCO.0216.00905,E4478,GCA_902845265,PRJEB34791,ERS3883558,CADGYN010000001-CADGYN010000219,Environmental,Water,A
ESCO.0216.00906,A1_49,GCA_902845275,PRJEB34791,ERS3883559,CADGYM010000001-CADGYM010000222,Host-associated,Poultry_Meat,B2
ESCO.0216.00907,A2_36,GCA_902845335,PRJEB34791,ERS3883560,CADGYW010000001-CADGYW010000233,Host-associated,Poultry_Meat,B1
ESCO.0216.00908,W3_72,GCA_902845345,PRJEB34791,ERS3883561,CADGYX010000001-CADGYX010000237,Host-associated,Poultry_Meat,E
ESCO.0216.00909,E9141,GCA_902845355,PRJEB34791,ERS3883562,CADGYZ010000001-CADGYZ010000238,Environmental,Water,A
ESCO.0216.00910,TA013,GCA_902845365,PRJEB34791,ERS3883563,CADGYY010000001-CADGYY010000243,Host-associated,Mammal_Faecal,A
ESCO.0216.00911,63_2_TC7,GCA_902845375,PRJEB34791,ERS3883564,CADGZB010000001-CADGZB010000251,Host-associated,Human_Intestinal,B2
ESCO.0216.00912,A3_32,GCA_902845425,PRJEB34791,ERS3883565,CADGZF010000001-CADGZF010000272,Host-associated,Poultry_Meat,D
ESCO.0216.00913,E9465,GCA_902845395,PRJEB34791,ERS3883566,CADGZD010000001-CADGZD010000314,Environmental,Water,B1
ESCO.0216.00914,C4_42,GCA_902845385,PRJEB34791,ERS3883567,CADGZE010000001-CADGZE010000348,Host-associated,Poultry_Meat,D
ESCO.0216.00915,29_4_DC8,GCA_902845415,PRJEB34791,ERS3883568,CADGZC010000001-CADGZC010000363,Host-associated,Human_Intestinal,D
ESCO.0216.00916,E8797,GCA_902845405,PRJEB34791,ERS3883569,CADGZA010000001-CADGZA010000310,Environmental,Water,D
ESCO.0216.00917,21_2_C8,GCA_902845515,PRJEB34791,ERS3883570,CADGZI010000001-CADGZI010000359,Host-associated,Human_Intestinal,B2
ESCO.0216.00918,B1654,GCA_902845485,PRJEB34791,ERS3883571,CADGZO010000001-CADGZO010000240,Host-associated,Bird_Faecal,B1
ESCO.0216.00919,E9790,GCA_902845435,PRJEB34791,ERS3883572,CADGZK010000001-CADGZK010000243,Environmental,Water,A
ESCO.0216.00920,C3_59,GCA_902845505,PRJEB34791,ERS3883573,CADGZH010000001-CADGZH010000251,Host-associated,Poultry_Meat,D
ESCO.0216.00921,2H_157_1,GCA_902845445,PRJEB34791,ERS3883574,CADGZG010000001-CADGZG010000254,Host-associated,Human_Faecal,A
ESCO.0216.00922,E6181,GCA_902845455,PRJEB34791,ERS3883575,CADGZL010000001-CADGZL010000274,Environmental,Water,D
